Comment,Designator,Footprint,LCSC Part #
1u,C1 C2 C3 C4,C0402,C694272
33k,R2,R0402,C25779
110k,R1 R3,R0402,C3015888
180k,R4,R0402,C323674
DG408D-JT,IC3,TSSOP16,C335601
DG413-JT,IC1 IC2,TSSOP16,C3656939
MA06-1JN,X7 X8,MA06N-1J,C6332199
ROUND-IC-PIN,X1 X2 X3 X4 X5 X6,MA08N-1J,C2889983
SN74LVC2T45,IC4 IC5,VSSOP8,C15741
