Comment,Designator,Footprint,LCSC Part #
MA08-2-SMDJ,X1 X2 X3 X4,MA08-2-SMDJ,C3294466
CONN-IDC-10PSMD,IDC IDC1 IDC2 IDC3,CONN-IDC10P-SMD,C492446
