Comment,Designator,Footprint,LCSC Part #
1u,C1 C2 C3 C4,C0402,C694272
2n3904,T1 T2 T3 T4,SOT23-BEC,C20526
10k,R1 R2 R5 R6,R0402,C25744
470R,R3 R4 R7 R8,R0402,C25117
DG412-JT,IC1 IC2 IC3,TSSOP16,C2651920
MA06-1JN,X7 X8,MA06N-1J,C6332199
ROUND-IC-PIN,X1 X2 X3 X4 X5 X6,MA08N-1J,C2889983
SN74LVC2T45,IC4 IC5,VSSOP8,C15741
